datetime;seconds;action;model;item_type;id;sender_user;sender_agent;sender_id;document;portal;container;x;y;rotation;scale;text;value;
"2019-10-01T13:28:08.778Z";"8574.317";"update";"items.Transform";;"5c48f664-127f-4327-ba9b-278c8998cc12";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;"646.4";"1862.5";"0";"1.0";;;
"2019-10-01T13:28:10.144Z";"8575.683";"update";"items.Color";;"5c48f664-127f-4327-ba9b-278c8998cc12";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;;;;;;"#FFFC5BAC";
"2019-10-01T13:28:11.309Z";"8576.848";"update";"items.Transform";;"afb6e8ce-9a2b-41e5-897f-9f086d414621";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;"858.7";"1960.8";"0";"1.0";;;
"2019-10-01T13:28:15.804Z";"8581.343";"update";"items.Color";;"afb6e8ce-9a2b-41e5-897f-9f086d414621";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;;;;;;"#FFFC5BAC";
"2019-10-01T13:28:01.447Z";"8566.986";"update";"items.Text";;"0b5d9a89-ea05-4b8b-9339-00b8a802dd19";"auvinali";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"cee6cb34-5a2e-4446-98e4-55080a735a0e";;;;;;;;"camille racaille";;
"2019-10-01T13:28:16.969Z";"8582.508";"update";"items.Transform";;"d8655aea-c627-45a5-b114-cda8449a91c8";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;"426.9";"1862.5";"0";"1.0";;;
"2019-10-01T13:28:22.313Z";"8587.852";"delete";"links";;"11c1713a-6e43-4b1c-b1b6-0dbfd0b64707";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";"90c3dd7b-42b8-4451-85bd-949a26e052a6";;;;;;;;;
"2019-10-01T13:28:29.463Z";"8595.002";"update";"items";"Postit";"0b5d9a89-ea05-4b8b-9339-00b8a802dd19";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";"90c3dd7b-42b8-4451-85bd-949a26e052a6";;"3b99ae06-9e8e-4bd4-8f9b-028cfafb915f";"10.5";"713.7";"0";"1.0";"camille racaille";;
"2019-10-01T13:28:24.542Z";"8590.081";"update";"items.Transform";;"0eef21af-e602-4af0-affa-a82047e306a2";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;"1873.4";"341.4";"0";"1.0";;;
"2019-10-01T13:28:24.895Z";"8590.434";"update";"items.Color";;"d8655aea-c627-45a5-b114-cda8449a91c8";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;;;;;;"#FFFC5BAC";
"2019-10-01T13:28:30.800Z";"8596.339";"update";"items";"Postit";"0b5d9a89-ea05-4b8b-9339-00b8a802dd19";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";;;"6f315aa6-a5ac-4d3f-a294-5b4d2ee9895f";;"10.5";"713.7";"0";"1.0";"camille racaille";;
"2019-10-01T13:28:27.031Z";"8592.57";"update";"items.Transform";;"d16bbcc7-dd69-4cea-9f28-cf5ccb401172";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;"1873.4";"0.0";"0";"1.0";;;
"2019-10-01T13:28:30.024Z";"8595.563";"update";"items.Transform";;"e0648703-635f-479d-8525-5a5e37d274ef";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;"1873.4";"168.1";"0";"1.0";;;
"2019-10-01T13:28:33.675Z";"8599.214";"create";"items";"Postit";"7691c078-7826-4d22-9d57-26197724a116";"auvinali";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"cee6cb34-5a2e-4446-98e4-55080a735a0e";"ae2cb047-dd4a-4e81-b185-b4ef79dbb2f1";;"73d278b0-a6c5-49b7-add9-93efce5dd98b";"1568.6";"1722.6";"0";"1.0";"w";;
"2019-10-01T13:28:38.245Z";"8603.784";"update";"items.Transform";;"7691c078-7826-4d22-9d57-26197724a116";"auvinali";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"cee6cb34-5a2e-4446-98e4-55080a735a0e";;;;"1522.5";"1634.9";"3";"1.0";;;
"2019-10-01T13:28:43.631Z";"8609.17";"update";"items.Transform";;"d16bbcc7-dd69-4cea-9f28-cf5ccb401172";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;"1873.4";"53.8";"0";"1.0";;;
"2019-10-01T13:28:44.964Z";"8610.503";"update";"items.Transform";;"d307a090-c190-4417-a5b7-1d21a5cb113d";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;"535.3";"817.4";"0";"0.6";;;
"2019-10-01T13:28:46.703Z";"8612.242";"update";"items.Transform";;"e0648703-635f-479d-8525-5a5e37d274ef";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;"1614.3";"40.6";"0";"1.0";;;
"2019-10-01T13:28:49.045Z";"8614.584";"create";"links";;"a54f7827-8b0b-47ea-acfc-1c02ee41526c";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";"90c3dd7b-42b8-4451-85bd-949a26e052a6";;;;;;;;;
"2019-10-01T13:28:56.150Z";"8621.689";"update";"items";"Postit";"7691c078-7826-4d22-9d57-26197724a116";"auvinali";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"cee6cb34-5a2e-4446-98e4-55080a735a0e";;"63e5089f-dd11-41eb-ba73-7df55c60b592";;"0.0";"0.0";"0";"1.0";"wesh tu sers a rien va t asseiir camille";;
"2019-10-01T13:28:58.646Z";"8624.185";"update";"items";"Postit";"7691c078-7826-4d22-9d57-26197724a116";"auvinali";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"cee6cb34-5a2e-4446-98e4-55080a735a0e";"ae2cb047-dd4a-4e81-b185-b4ef79dbb2f1";;"73d278b0-a6c5-49b7-add9-93efce5dd98b";"942.0";"1886.9";"0";"1.0";"wesh tu sers a rien va t asseiir camille";;
"2019-10-01T13:28:59.614Z";"8625.153";"update";"items";"Postit";"7691c078-7826-4d22-9d57-26197724a116";"auvinali";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"cee6cb34-5a2e-4446-98e4-55080a735a0e";;"63e5089f-dd11-41eb-ba73-7df55c60b592";;"0.0";"0.0";"0";"1.0";"wesh tu sers a rien va t asseiir camille";;
"2019-10-01T13:28:55.944Z";"8621.483";"update";"items.Transform";;"7691c078-7826-4d22-9d57-26197724a116";"auvinali";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"cee6cb34-5a2e-4446-98e4-55080a735a0e";;;;"890.1";"1925.9";"3";"1.0";;;
"2019-10-01T13:28:56.308Z";"8621.847";"update";"items.Transform";;"d16bbcc7-dd69-4cea-9f28-cf5ccb401172";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;"1873.4";"107.8";"0";"1.0";;;
"2019-10-01T13:29:01.493Z";"8627.032";"update";"items";"Postit";"7691c078-7826-4d22-9d57-26197724a116";"auvinali";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"cee6cb34-5a2e-4446-98e4-55080a735a0e";"ae2cb047-dd4a-4e81-b185-b4ef79dbb2f1";;"73d278b0-a6c5-49b7-add9-93efce5dd98b";"1012.9";"1893.1";"0";"1.0";"wesh tu sers a rien va t asseiir camille";;
"2019-10-01T13:28:58.289Z";"8623.828";"update";"items.Transform";;"53075529-c40d-44e1-8e6c-42af44e7c0b3";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;"535.3";"1204.5";"0";"1.0";;;
"2019-10-01T13:28:59.456Z";"8624.995";"create";"links";;"f7f3b0e4-dd35-4d58-a155-24758cc87f2a";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";"90c3dd7b-42b8-4451-85bd-949a26e052a6";;;;;;;;;
"2019-10-01T13:29:11.987Z";"8637.526";"update";"items";"Postit";"7691c078-7826-4d22-9d57-26197724a116";"auvinali";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"cee6cb34-5a2e-4446-98e4-55080a735a0e";;"63e5089f-dd11-41eb-ba73-7df55c60b592";;"0.0";"0.0";"0";"1.0";"wesh tu sers a rien va t asseiir camille";;
"2019-10-01T13:29:14.110Z";"8639.649";"update";"items";"Postit";"7691c078-7826-4d22-9d57-26197724a116";"auvinali";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"cee6cb34-5a2e-4446-98e4-55080a735a0e";"ae2cb047-dd4a-4e81-b185-b4ef79dbb2f1";;"73d278b0-a6c5-49b7-add9-93efce5dd98b";"1011.7";"1949.1";"0";"1.0";"wesh tu sers a rien va t asseiir camille";;
"2019-10-01T13:29:08.457Z";"8633.996";"update";"items.Transform";;"5326ee09-2083-445d-9121-f4e0418c79ab";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;"752.1";"1044.7";"0";"1.0";;;
"2019-10-01T13:28:54.676Z";"8620.215";"update";"items.Text";;"7691c078-7826-4d22-9d57-26197724a116";"auvinali";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"cee6cb34-5a2e-4446-98e4-55080a735a0e";;;;;;;;"wesh tu sers a rien va t asseiir camille";;
"2019-10-01T13:29:11.470Z";"8637.009";"update";"items.Transform";;"53075529-c40d-44e1-8e6c-42af44e7c0b3";"auvinali";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"9cbaadd0-80f8-4fa6-9b45-9f958c95b192";;;;"535.3";"1207.9";"0";"1.0";;;
"2019-10-01T13:29:11.574Z";"8637.113";"update";"items.Transform";;"7691c078-7826-4d22-9d57-26197724a116";"auvinali";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"cee6cb34-5a2e-4446-98e4-55080a735a0e";;;;"1075.6";"1972.9";"-7";"0.5";;;
"2019-10-01T13:29:18.717Z";"8644.256";"update";"items";"Postit";"7691c078-7826-4d22-9d57-26197724a116";"auvinali";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";;;"6f315aa6-a5ac-4d3f-a294-5b4d2ee9895f";;"1011.7";"1949.1";"0";"1.0";"wesh tu sers a rien va t asseiir camille";;
