datetime;seconds;action;model;item_type;id;sender_user;sender_agent;sender_id;document;portal;container;x;y;rotation;scale;text;value;
"2019-09-24T13:04:55.474Z";"2360.363";"update";"items.Transform";;"5f120026-00ff-4a01-87ea-5771f020305c";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"1532.9";"765.0";"0";"1.0";;;
"2019-09-24T13:05:05.108Z";"2369.997";"update";"items.Transform";;"fe36e593-268d-455d-9e23-98f71cfeb386";"creation";"UbikeyOfficeVertical/1.4.4 (HALLNUMSTA05)";"8a9bfd9a-4fb7-423d-bde7-684a21506da7";;;;"1006.0";"1455.3";"0";"1.0";;;
"2019-09-24T13:05:22.700Z";"2387.589";"update";"items";"Postit";"3d5c95b2-d8d9-4857-a01f-b70789e0403e";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";;;"6f315aa6-a5ac-4d3f-a294-5b4d2ee9895f";;"535.6";"574.9";"90";"1.0";"permettre à l utilisateur d à l argent";;
"2019-09-24T13:05:20.471Z";"2385.36";"update";"items.Transform";;"3d5c95b2-d8d9-4857-a01f-b70789e0403e";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;;;"535.6";"574.9";"90";"1.0";;;
"2019-09-24T13:05:26.454Z";"2391.343";"create";"items";"Postit";"6460c9fb-4817-4f3a-ad80-7d8ab84ad028";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";"ae2cb047-dd4a-4e81-b185-b4ef79dbb2f1";;"73d278b0-a6c5-49b7-add9-93efce5dd98b";"443.0";"966.0";"90";"1.0";"";;
"2019-09-24T13:05:40.411Z";"2405.3";"update";"items.Text";;"6460c9fb-4817-4f3a-ad80-7d8ab84ad028";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;;;;;;;"disuader du vol d argent";;
"2019-09-24T13:06:24.018Z";"2448.907";"update";"items.Transform";;"6460c9fb-4817-4f3a-ad80-7d8ab84ad028";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;;;"710.5";"510.2";"90";"1.0";;;
"2019-09-24T13:06:27.461Z";"2452.35";"create";"items";"Postit";"e31b3065-19f1-4b0d-8ff9-34240dee47e5";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";"ae2cb047-dd4a-4e81-b185-b4ef79dbb2f1";;"73d278b0-a6c5-49b7-add9-93efce5dd98b";"488.0";"939.0";"90";"1.0";"";;
"2019-09-24T13:06:34.376Z";"2459.265";"create";"items";"Postit";"88671d81-02da-42d3-975b-898b22fa6a43";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";"ae2cb047-dd4a-4e81-b185-b4ef79dbb2f1";;"73d278b0-a6c5-49b7-add9-93efce5dd98b";"3487.0";"1863.0";"0";"1.0";"";;
"2019-09-24T13:06:40.502Z";"2465.391";"update";"items.Transform";;"88671d81-02da-42d3-975b-898b22fa6a43";"creation";"UbikeyOfficeHorizontal/1.4.4 (HALLNUMTBL05)";"b1233ecf-4a75-40c8-b0aa-e89e91de5b36";;;;"3339.7";"1564.8";"0";"1.0";;;
